Nume imagine,Tip obiect,Probabilitate,Coordonate
poza1.jpg,person,82.93508291244507,"[859, 177, 919, 261]"
poza1.jpg,person,78.01891565322876,"[137, 142, 418, 401]"
poza1.jpg,person,75.25378465652466,"[485, 154, 643, 312]"
